"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"14","1480","Järnbrottshus äldreboende","Järnbrottshus vån 3","","","80% - 100%","100","0","22","25","22","x","44","33","x","38","25","13","x","x","88","43","67","67","25","14","14","x","x","50","38","50","38"
"14","1480","Kaverös äng","","","","40% - 60%","100","0","29","42","17","68","76","54","85","59","61","66","30","44","98","65","90","90","50","39","32","68","58","82","31","79","81"
"14","1480","Kaverös äng","Kaverös äng vån 1","","","40% - 60%","100","0","29","43","14","56","77","62","85","46","50","57","27","64","100","60","79","86","55","54","38","57","36","69","23","57","69"
"14","1480","Kaverös äng","Kaverös äng vån 2","","","40% - 60%","100","0","25","30","25","43","90","50","88","67","50","67","25","44","100","75","91","91","63","50","18","89","75","80","45","71","80"
"14","1480","Kaverös äng","Kaverös äng vån 3","","","40% - 60%","100","0","31","50","13","92","64","50","85","64","83","73","36","25","93","63","100","93","36","15","40","64","67","93","27","93","93"
"14","1480","Norra Dragspelsgatans äldreboen","","","","60% - 80%","100","0","30","33","10","88","78","56","100","70","88","67","14","x","100","75","90","70","x","70","14","63","x","78","44","100","90"
"14","1480","Norra Dragspelsgatans äldreboen","N Dragspelsgatan avd 1 Vinga","","","80% - 100%","100","0","43","29","14","x","x","x","100","71","x","57","x","x","100","x","86","71","x","71","x","x","x","x","x","100","86"
"14","1480","Uggledalens äldreboende","","","","60% - 80%","100","0","15","24","9","85","68","66","77","75","57","61","48","63","91","82","76","90","58","56","25","84","38","80","45","96","90"
"14","1480","Uggledalens äldreboende","Uggledals äldreboende avd A","","","60% - 80%","100","0","38","25","0","x","57","38","86","50","50","38","38","88","100","88","63","86","x","88","13","75","25","50","38","x","86"
"14","1480","Uggledalens äldreboende","Uggledals äldreboende avd C","","","80% - 100%","100","0","0","30","10","88","78","80","89","90","88","80","x","x","90","90","88","100","x","22","33","x","x","90","56","100","100"
"14","1480","Uggledalens äldreboende","Uggledals äldreboende avd D","","","60% - 80%","100","0","0","11","0","71","63","56","44","75","38","56","44","44","89","67","63","75","43","56","11","100","x","100","33","88","88"
"14","1480","Bjöla äldreboende","","","","40% - 60%","100","0","16","28","16","86","80","67","88","65","58","73","33","33","93","87","85","86","77","65","30","80","60","83","41","89","82"
"14","1480","Bjöla äldreboende","Bjöla Klockeskär","","","40% - 60%","100","0","25","50","13","71","86","57","x","38","57","63","x","29","88","88","75","88","x","71","38","63","43","88","38","86","88"
"14","1480","Bjöla äldreboende","Bjöla Saltskär","","","40% - 60%","100","0","0","x","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","100","x"
"14","1480","Bjöla äldreboende","Bjöla Säleskär","","","60% - 80%","100","0","20","22","40","100","89","89","100","100","88","100","56","38","100","88","89","89","70","67","43","100","70","90","70","75","80"
"14","1480","Fiskebäcks äldreboende","","","","40% - 60%","0","100","19","41","8","83","66","60","75","33","46","49","28","40","91","73","85","74","45","33","30","72","50","87","29","71","73"
"14","1480","Fiskebäcks äldreboende","Fiskebäck Berget","","","40% - 60%","0","100","14","43","14","x","57","0","x","57","43","57","x","14","86","x","100","71","x","x","x","86","x","100","14","x","71"
"14","1480","Fiskebäcks äldreboende","Fiskebäck Fyren","","","40% - 60%","0","100","33","56","11","71","56","100","x","22","56","56","25","50","89","63","89","89","88","25","25","78","71","89","33","x","63"
"14","1480","Fiskebäcks äldreboende","Fiskebäck Kompassen","","","60% - 80%","0","100","29","57","14","x","57","86","x","43","71","71","57","71","100","x","86","86","x","x","43","86","57","100","57","x","86"
"14","1480","Fiskebäcks äldreboende","Fiskebäck Krabbeskär","","","40% - 60%","0","100","14","x","14","x","86","29","x","0","14","14","14","x","x","43","71","29","29","x","14","29","x","71","14","x","x"
"14","1480","Grevegårdens äldreboende","","","","40% - 60%","100","0","24","25","12","56","65","47","43","53","47","50","14","44","71","71","78","82","50","47","13","88","59","78","50","64","78"
"14","1480","Grevegårdens äldreboende","Grevegården vån 3","","","60% - 80%","100","0","50","38","13","x","88","43","x","75","50","50","x","38","63","86","88","100","38","25","14","88","63","100","x","75","88"
"14","1480","Nya varvets äldreboende","","","","40% - 60%","100","0","50","48","38","90","78","71","91","67","82","70","52","77","100","85","88","92","57","74","43","91","87","96","48","89","92"
"14","1480","Styrsöhemmet","","","","60% - 80%","100","0","35","26","15","94","84","89","94","80","72","94","56","71","100","87","100","89","63","79","21","81","60","95","58","100","90"
"14","1480","Styrsöhemmet","Styrsöhemmet Valö","","","80% - 100%","100","0","71","43","29","x","86","100","86","100","x","100","x","x","100","x","x","86","71","x","x","x","x","86","57","x","100"
"14","1480","Styrsöhemmet","Styrsöhemmet Vinga","","","80% - 100%","100","0","25","13","0","88","88","71","100","63","63","86","50","57","100","x","100","86","38","75","25","100","71","100","63","100","75"
"14","1480","Åkerhus äldreboende","","","","40% - 60%","100","0","33","38","12","87","73","57","72","65","63","65","38","65","92","85","92","80","65","60","32","78","54","94","42","86","84"
"14","1480","Åkerhus äldreboende","Åkerhus Klövern","","","60% - 80%","100","0","29","43","29","x","57","x","x","x","x","57","x","57","86","x","x","57","x","x","x","86","x","100","29","x","x"
"14","1480","Åkerhus äldreboende","Åkerhus Måsen","","","60% - 80%","100","0","14","29","0","x","57","57","86","86","43","x","x","86","100","x","100","100","100","43","29","43","x","100","57","x","86"
"14","1480","Åkerhus äldreboende","Åkerhus Snäckan","","","60% - 80%","100","0","14","14","29","x","x","57","43","86","x","x","x","x","x","x","100","x","x","x","x","x","x","x","14","x","86"
"14","1480","Åkerhus äldreboende","Åkerhus Ängen","","","60% - 80%","100","0","71","71","14","x","86","x","x","43","57","86","x","x","86","86","100","x","x","57","71","71","x","100","57","x","86"
"14","1480","Svartedalsgatan 11","","","","40% - 60%","100","0","13","0","13","100","100","88","x","86","86","71","x","x","100","x","88","88","71","43","50","x","x","100","38","100","88"
"14","1480","Svartedalsgatan 13","","","","80% - 100%","100","0","36","36","9","x","60","60","56","73","73","55","55","50","91","60","73","64","22","50","18","45","29","70","50","57","70"
"14","1480","Svartedalsgatan 2","","","","60% - 80%","100","0","35","42","24","84","95","79","45","76","90","78","44","72","100","85","87","91","71","24","38","76","33","73","46","88","91"
"14","1480","Äldreboendet Solängen 55","","","","60% - 80%","100","0","23","8","0","100","83","60","75","70","73","83","33","55","75","67","85","77","75","50","33","75","73","75","54","78","83"
"14","1480","Äldreboendet Solängen 57","","","","40% - 60%","100","0","7","36","13","100","85","73","85","77","86","33","27","33","87","58","87","71","43","40","36","92","45","77","21","77","67"
"14","1480","Änghagsgården","","","","40% - 60%","100","0","14","29","29","x","x","57","57","x","x","57","x","x","x","x","x","71","x","14","x","x","x","86","x","86","x"
"14","1480","Byalagsgatan 3","","","","60% - 80%","100","0","29","46","29","89","80","68","68","80","72","52","21","65","92","56","92","80","38","43","52","48","25","68","50","65","79"
"14","1480","Byalagsgatan 3","Byalagsgatan 3 lägenhet 1-13","","","60% - 80%","100","0","29","43","14","x","75","50","x","88","63","50","0","x","100","50","75","75","x","x","38","38","25","63","43","x","71"
"14","1480","Byalagsgatan 3","Byalagsgatan 3 lägenhet 14-29","","","60% - 80%","100","0","50","60","30","100","90","60","80","60","80","50","50","70","90","60","100","90","44","70","60","60","22","70","60","x","90"
"14","1480","Byalagsgatan 3","Byalagsgatan 3 lägenhet 30-42","","","60% - 80%","100","0","0","29","43","x","71","100","57","100","71","57","0","43","86","57","100","71","x","43","57","43","29","71","43","57","71"
"14","1480","Fyrväpplingsgatan 5","","","","60% - 80%","100","0","26","42","23","75","68","57","82","60","52","45","38","54","76","52","60","55","52","59","25","62","44","55","53","76","63"
"14","1480","Fyrväpplingsgatan 5","Fyrväpplingsgatan 5 enhet B","","","60% - 80%","100","0","14","57","14","x","71","43","57","71","57","57","x","x","x","x","x","x","x","x","x","x","x","x","43","x","57"
"14","1480","Fyrväpplingsgatan 5","Fyrväpplingsgatan 5 enhet C","","","60% - 80%","100","0","15","38","23","x","60","64","90","42","45","23","17","33","67","36","54","42","33","60","45","58","27","33","58","x","42"
"14","1480","Sehlstedtsgatan 12","","","","40% - 60%","100","0","22","32","20","90","72","55","52","58","52","71","35","54","97","75","89","77","41","36","25","53","33","72","40","80","68"
"14","1480","Sockenvägen 28","","","","60% - 80%","100","0","30","27","18","88","69","56","67","76","50","48","11","50","91","52","73","74","23","68","10","52","40","72","25","71","59"
"14","1480","Sockenvägen 28","Sockenvägen 28 enhet A","","","40% - 60%","100","0","38","38","13","x","86","63","86","63","50","38","0","38","75","38","75","75","14","71","0","71","x","75","38","88","63"
"14","1480","Sockenvägen 28","Sockenvägen 28 enhet B","","","80% - 100%","100","0","30","30","20","86","50","67","70","80","56","44","13","63","100","44","60","78","38","90","33","20","x","67","22","x","44"
"14","1480","Sockenvägen 28","Sockenvägen 28 enhet D","","","40% - 60%","100","0","20","10","10","90","70","50","56","80","50","44","25","56","100","78","70","70","x","56","0","78","63","70","20","75","80"
"14","1480","Backahus","","","","60% - 80%","100","0","37","40","11","83","69","56","36","56","56","58","28","40","93","64","88","69","54","50","36","46","36","63","26","87","70"
"14","1480","Backahus","Backahus Ekeby","","","60% - 80%","100","0","20","13","10","80","80","50","56","50","60","33","22","22","90","56","100","50","50","33","25","44","25","40","30","100","70"
"14","1480","Bäckebol säbo","","","","40% - 60%","100","0","29","32","23","76","89","64","43","69","65","74","33","54","93","68","93","86","64","33","27","68","44","89","39","88","81"
"14","1480","Bäckebol säbo","Bäckebol vån 1","","","20% - 40%","100","0","22","22","11","x","86","x","x","67","43","43","13","13","89","x","86","67","x","25","29","71","38","88","33","86","x"
"14","1480","Bäckebol säbo","Bäckebol vån 2","","","40% - 60%","100","0","27","27","27","100","100","70","50","55","70","82","33","80","91","80","91","91","78","40","25","71","x","91","55","91","90"
"14","1480","Bäckebol säbo","Bäckebol vån 3","","","40% - 60%","100","0","36","45","27","x","80","56","x","89","78","89","x","x","100","x","100","100","57","33","29","63","x","88","27","86","90"
"14","1480","Glöstorpshöjdens äldreboende","","","","40% - 60%","100","0","24","38","21","85","70","45","67","74","48","73","46","57","94","79","90","86","52","41","27","76","57","90","41","79","81"
"14","1480","Kärrahus äldreboende","","","","40% - 60%","100","0","22","36","20","88","67","50","71","76","69","76","55","52","90","67","83","79","61","55","46","62","42","83","29","85","76"
"14","1480","Kärrahus äldreboende","Kärrahus Bohus","","","40% - 60%","100","0","9","36","18","78","64","55","89","91","60","73","78","70","100","70","73","91","80","80","30","73","50","82","55","x","82"
"14","1480","Kärrahus äldreboende","Kärrahus Kronan","","","60% - 80%","100","0","25","58","17","91","91","50","67","92","100","82","50","55","91","44","92","75","60","50","67","70","55","100","42","90","92"
"14","1480","Kärrahus äldreboende","Kärrahus Lejonet","","","60% - 80%","100","0","31","25","25","94","53","36","67","56","56","63","25","47","75","71","86","64","64","43","40","36","27","73","13","71","56"
"14","1480","LillhagsParken","","","","40% - 60%","100","0","33","49","14","55","74","66","69","77","71","72","45","64","89","74","85","83","56","59","32","66","43","86","36","93","81"
"14","1480","LillhagsParken","LillhagsParken 10","","","20% - 40%","100","0","35","52","9","63","77","64","67","78","73","87","57","68","96","86","87","91","53","60","43","71","50","91","39","94","87"
"14","1480","LillhagsParken","LillhagsParken 9","","","40% - 60%","100","0","31","42","23","42","69","69","73","75","67","46","20","56","77","54","82","69","63","56","9","55","30","75","31","92","69"
"14","1480","S:t Jörgen","","","","40% - 60%","0","100","15","21","15","90","60","51","66","58","53","50","32","35","86","66","75","66","64","32","18","59","27","76","33","69","70"
"14","1480","S:t Jörgen","S:t Jörgens gruppboende","","","40% - 60%","0","100","25","27","19","90","75","87","83","87","86","63","45","23","87","75","81","80","64","31","31","71","50","81","33","79","75"
"14","1480","S:t Jörgen","S:t Jörgens äldreboende","","","60% - 80%","0","100","8","17","13","91","50","25","55","39","32","41","26","43","86","60","70","53","65","33","10","50","13","71","33","61","67"
"14","1481","Extern drift","","","","40% - 60%","34","66","31","32","14","84","69","52","75","59","59","66","41","56","95","76","88","82","63","69","34","73","44","71","38","77","73"
"14","1481","Extern drift","Berzelius äldreboende","","","40% - 60%","0","100","22","37","11","92","67","46","87","48","63","60","24","46","100","67","85","74","60","70","32","79","52","68","35","82","77"
"14","1481","Extern drift","Berzelius äldreboende","Demensboende","","20% - 40%","0","100","33","44","0","89","78","56","100","78","75","63","57","63","100","78","100","78","63","89","50","89","78","78","33","78","89"
